#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Religion/titles definitions;;;;;;;;;;;;;;x
coa_plain_celtic;Celtic Coat of Arms;;;;;;;;;;;;;x
HERO_RELIGION;Heroic Religion;;;;;;;;;;;;;x
HERO_RELIGION_HOME_TERRITORY;Heroic Religion in Home Territory;;;;;;;;;;;;;x
GOD_CERNNUNOS;Cernunnos;Cernunnos;Cernunnos;;Cernunnos;;;;;;;;;x
count_female_celtic_pagan_reformed;High Lady;;;;;;;;;;;;;x
county_of_celtic_pagan_reformed;High Lordship of;;;;;;;;;;;;;x
duke_celtic_pagan_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_celtic_pagan_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_celtic_pagan_reformed;Principality of;;;;;;;;;;;;;x
king_celtic_pagan_reformed;King;Roi;König;;Rey;;;;;;;;;x
king_female_celtic_pagan_reformed;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_celtic_pagan_reformed;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_celtic_pagan_reformed;High King;;;;;;;;;;;;;x
emperor_female_celtic_pagan_reformed;High Queen;;;;;;;;;;;;;x
empire_of_celtic_pagan_reformed;High Kingdom of;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
family_palace_baron_celtic_pagan_reformed;Elder;;;;;;;;;;;;;x
family_palace_baron_female_celtic_pagan_reformed;Lady;;;;;;;;;;;;;x
city_baron_celtic_pagan_reformed;Chief;;;;;;;;;;;;;x
city_baron_female_celtic_pagan_reformed;Chieftess;;;;;;;;;;;;;x
city_count_celtic_pagan_reformed;High Chief;;;;;;;;;;;;;x
city_count_female_celtic_pagan_reformed;High Chieftess;;;;;;;;;;;;;x
city_duke_celtic_pagan_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_celtic_pagan_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_celtic_pagan_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_celtic_pagan_reformed;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_celtic_pagan_reformed;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_celtic_pagan_reformed;Federation of;;;;;;;;;;;;;x
city_emperor_celtic_pagan_reformed;Vergobret;;;;;;;;;;;;;x
city_emperor_female_celtic_pagan_reformed;Lady;;;;;;;;;;;;;x
city_empire_of_celtic_pagan_reformed;Nation of;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
temple_baron_celtic_pagan_reformed;Druid;;;;;;;;;;;;;x
temple_baron_female_celtic_pagan_reformed;Druidess;;;;;;;;;;;;;x
temple_barony_of_celtic_pagan_reformed;Sacred Grove of;;;;;;;;;;;;;x
temple_count_celtic_pagan_reformed;Druid;;;;;;;;;;;;;x
temple_count_female_celtic_pagan_reformed;Druidess;;;;;;;;;;;;;x
temple_county_of_celtic_pagan_reformed;Temple of;;;;;;;;;;;;;x
temple_duke_celtic_pagan_reformed;Head Druid;;;;;;;;;;;;;x
temple_duke_female_celtic_pagan_reformed;Head Druidess;;;;;;;;;;;;;x
temple_duchy_of_celtic_pagan_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_celtic_pagan_reformed;Archdruid;;;;;;;;;;;;;x
temple_king_female_celtic_pagan_reformed;Archdruidess;;;;;;;;;;;;;x
temple_kingdom_of_celtic_pagan_reformed;Federation of;;;;;;;;;;;;;x
temple_emperor_celtic_pagan_reformed;Myrdynn;;;;;;;;;;;;;x
temple_empire_of_celtic_pagan_reformed;Nation of;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
#;;;;;;;;;;;;;;x
baron_celtic_pagan;Chief;Chef;;;Señor;;;;;;;;;x
baron_female_celtic_pagan;Chieftess;;;;;;;;;;;;;x
barony_of_celtic_pagan;Clan of;;;;;;;;;;;;;x
count_celtic_pagan;High Lord;;;;;;;;;;;;;x
count_female_celtic_pagan;High Lady;;;;;;;;;;;;;x
county_of_celtic_pagan;High Lordship of;;;;;;;;;;;;;x
duke_celtic_pagan;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_celtic_pagan;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_celtic_pagan;Principality of;;;;;;;;;;;;;x
king_celtic_pagan;King;Roi;König;;Rey;;;;;;;;;x
king_female_celtic_pagan;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_celtic_pagan;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_celtic_pagan;High King;;;;;;;;;;;;;x
emperor_female_celtic_pagan;High Queen;;;;;;;;;;;;;x
empire_of_celtic_pagan;High Kingdom of;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
family_palace_baron_celtic_pagan;Elder;;;;;;;;;;;;;x
family_palace_baron_female_celtic_pagan;Lady;;;;;;;;;;;;;x
city_baron_celtic_pagan;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_celtic_pagan;Chieftess;;;;;;;;;;;;;x
city_count_celtic_pagan;High Chief;;;;;;;;;;;;;x
city_count_female_celtic_pagan;High Chieftess;;;;;;;;;;;;;x
city_duke_celtic_pagan;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_celtic_pagan;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_celtic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_celtic_pagan;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_celtic_pagan;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_celtic_pagan;Federation of;;;;;;;;;;;;;x
city_emperor_celtic_pagan;Vergobret;;;;;;;;;;;;;x
city_emperor_female_celtic_pagan;Lady;;;;;;;;;;;;;x
city_empire_of_celtic_pagan;Nation of;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
temple_baron_celtic_pagan;Druid;;;;;;;;;;;;;x
temple_baron_female_celtic_pagan;Druidess;;;;;;;;;;;;;x
temple_barony_of_celtic_pagan;Sacred Grove of;;;;;;;;;;;;;x
temple_count_celtic_pagan;Druid;;;;;;;;;;;;;x
temple_count_female_celtic_pagan;Druidess;;;;;;;;;;;;;x
temple_county_of_celtic_pagan;Temple of;;;;;;;;;;;;;x
temple_duke_celtic_pagan;Head Druid;;;;;;;;;;;;;x
temple_duke_female_celtic_pagan;Head Druidess;;;;;;;;;;;;;x
temple_duchy_of_celtic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_celtic_pagan;Archdruid;;;;;;;;;;;;;x
temple_king_female_celtic_pagan;Archdruidess;;;;;;;;;;;;;x
temple_kingdom_of_celtic_pagan;Federation of;;;;;;;;;;;;;x
temple_emperor_celtic_pagan;Myrdynn;;;;;;;;;;;;;x
temple_empire_of_celtic_pagan;Nation of;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
job_spiritual_celtic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_celtic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
#;;;;;;;;;;;;;;x
title_pagan_wizard;Court Wizard;;;;;;;;;;;;;x
title_pagan_wizard_desc;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;;;;;;;;;;;;;x
title_royal_champion;Champion;;;;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among Celtic peoples, their task is to protect their king.;;;;;;;;;;;;;x
title_uchelwr;Uchelwr;;;;;;;;;;;;;x
title_uchelwr_desc;The Teulu (literally meaning "family") are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the Frankish knights, although armed with lances, the Uchelwr's throw javelins.;;;;;;;;;;;;;x
title_vates;Vates;;;;;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidency of a druid.;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
abdication_gaelic;Abdicate your throne;;;;;;;;;;;;;x
abdication_gaelic_desc;Your injuries are a sign of weakness, following great Nuada's example, it would be wise to abdicate your throne for the safety of your people.;;;;;;;;;;;;;x
gaelic_abdication;For the glory of Éire!;;;;;;;;;;;;;x
unfit_gaelic_king;Unfit to rule;;;;;;;;;;;;;x
unfit_gaelic_king_desc;A serious injury to this ruler's body has made his rule illegitimate in the eyes of his people;;;;;;;;;;;;;x
###### Mercs and holy orders;;;;;;;;;;;;;;x
d_wolftails;Wolftails;;;;;;;;;;;;;x
d_wolftails_adj;Wolftails;;;;;;;;;;;;;x
d_red_dragons;Red Dragon Knights;;;;;;;;;;;;;x
d_red_dragons_adj;Draconic;Draconic;Draconic;;Draconic;;;;;;;;;x
celtic_knight;Dragon;Dragon;;;;;;;;;;;;x
celtic_knight_desc;This character is a veteran of the Red Dragon Knights.;;;;;;;;;;;;;x
d_fianna;Fianna;;;;;;;;;;;;;x
d_fianna_adj;Fennid;Fennid;Fennid;;Fennid;;;;;;;;;x
fian;Fennid;;;;;;;;;;;;;x
fian_desc;This character is a veteran of the Fianna warbands.;;;;;;;;;;;;;x
d_gwydion;Sons of Gwydion;Sons of Gwydion;Sons of Gwydion;;Sons of Gwydion;;;;;;;;;x
d_gwydion_adj;Gwydion;Gwydion;Gwydion;;Gwydion;;;;;;;;;x
wolf;Wolf;;;;;;;;;;;;;x
wolf_desc;This character is a veteran of the Sons of Gwydion.;;;;;;;;;;;;;x
###### Circle of Druids;;;;;;;;;;;;;;x
CIRCLE_OF_DRUIDS;The Circle of Druids;;;;;;;;;;;;;x
NEXT_ARCH_DRUID;Successor;;;;;;;;;;;;;x
title_druid_circle_member;Member of the Circle of Druids;;;;;;;;;;;;;x
best_candidate_title_druid_circle_member;My best candidate;;;;;;;;;;;;;x
best_candidate_title_druid_circle_member_tooltip;Of all the Druids in my realm, this one is the likeliest to enter the Circle of Druids;;;;;;;;;;;;;x
expected_next_title_druid_circle_member;Expected next member;;;;;;;;;;;;;x
expected_next_title_druid_circle_member_tooltip;This druid is probably the next member of the Circle, once a position becomes available;;;;;;;;;;;;;x
SHOW_COLLEGE_OF_CARDINALS;Religious head electors;;;;;;;;;;;;;x
POPE_VOTE_SCORE;§YReligious head suitability: $SCORE$§!;;;;;;;;;;;;;x
CANDIDATE_SCORE;§YCandidate appointment score§!;;;;;;;;;;;;;x
