#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tribal_job_spiritual_celtic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
nomad_job_spiritual_celtic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
#;;;;;;;;;;;;;;x
job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
tribal_job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
nomad_job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
#;;;;;;;;;;;;;;x
temple_baron_celtic_pagan;Druid;Druide;;;;;;;;;;;;x
temple_baron_female_celtic_pagan;Druidess;Druidesse;;;;;;;;;;;;x
temple_barony_celtic_pagan;Sacred Grove;Bosquet sacré;;;;;;;;;;;;x
temple_barony_of_celtic_pagan;Sacred Grove of;Bosquet sacré de;;;;;;;;;;;;x
temple_count_celtic_pagan;Druid;Druide;;;;;;;;;;;;x
temple_count_female_celtic_pagan;Druidess;Druidesse;;;;;;;;;;;;x
temple_county_celtic_pagan;Temple;Temple;;;;;;;;;;;;x
temple_county_of_celtic_pagan;Temple of;Temple de;;;;;;;;;;;;x
temple_duke_celtic_pagan;Head Druid;Druide supérieur;;;;;;;;;;;;x
temple_duke_female_celtic_pagan;Head Druidess;Druidesse Supérieur;;;;;;;;;;;;x
temple_duchy_celtic_pagan;Tribe;Tribu;;;;;;;;;;;;x
temple_duchy_of_celtic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_celtic_pagan;Archdruid;Archidruide;;;;;;;;;;;;x
temple_king_female_celtic_pagan;Archdruidess;Archidruidesse;;;;;;;;;;;;x
temple_kingdom_celtic_pagan;Federation;Fédération;;;;;;;;;;;;x
temple_kingdom_of_celtic_pagan;Federation of;Fédération de;;;;;;;;;;;;x
temple_emperor_celtic_pagan;Myrdynn;Myrdynn;;;;;;;;;;;;x
temple_empire_celtic_pagan;Nation;Peuple;;;;;;;;;;;;x
temple_empire_of_celtic_pagan;Nation of;Peuple de;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
druid;Druid;;;;;;;;;;;;;x
druid_desc;The Druid's knowledge of the ancient Celtic ballads and of sacred traditions is great and their power among the Celts is without equal. They are responsible for organising worship and sacrifices, divination, and judicial procedure in Celtic society. In exchange for this knowledge and power, they give up all rights to inherit feudal lands.;;;;;;;;;;;;;x
bad_druid;Wizard;;;;;;;;;;;;;x
bad_druid_desc;This Druid has decided to use the ancient secrets of the Druid for their own personal gain, such sacrilegious behavior is unfitting of a Druid.;;;;;;;;;;;;;x
new_druid_in_court;New Druid in Court;;;;;;;;;;;;;x
new_druid_in_court_desc;A Druid has just arrived in this lord's court.;;;;;;;;;;;;;x
title_court_druid;Court Druid;;;;;;;;;;;;;x
title_court_druid_desc;Responsible for organising worship and sacrifices, divination, and judicial procedure in Celtic society, they are as essential to a ruler as his sword.;;;;;;;;;;;;;x
title_court_bard;Court Bard;;;;;;;;;;;;;x
title_court_bard_desc;Bards were those who sang the songs recalling the tribal warriors' deeds of bravery as well as the genealogies and family histories of the ruling strata among Celtic societies. The Celtic peoples maintain an intricate oral history committed to memory and transmitted by bards. Bards facilitated the memorization of such materials by the use of metre, rhyme and other formulaic poetic devices.;;;;;;;;;;;;;x
title_pagan_wizard;defunct title;;;;;;;;;;;;;x
title_pagan_wizard_desc;defunct title;;;;;;;;;;;;;x
title_court_wizard;Court Wizard;Magicien de la cour;;;;;;;;;;;;x
title_court_wizard_desc;An unwashed, mysterious wizard from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;Un païen, mystérieux et sale, venu de la campagne, ses pouvoir ne sont pas clair, mais servent à résoudre les problèmes les plus... ésotériques d'un souverain;;;;;;;;;;;;x
title_royal_champion;Champion;Champion;;;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among Celtic peoples, their task is to protect their king.;Le meilleur guerrier du pays, le titre de champion est un grand honneur parmis le peuple Celte.;;;;;;;;;;;;x
title_uchelwr;Uchelwr;Uchelwr;;;;;;;;;;;;x
title_uchelwr_desc;"The Teulu (literally meaning ""family"") are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the Frankish knights, although armed with lances, the Uchelwr's throw javelins.";Les Teulu (littéralement “familles”) sont des membres de la domesticité du seigneur fortement armés et à cheval. Individuellement on les nomment Uchelwr, ces guerriers des classes aisés préfèrent porter une tunique rouge. Ils s'habillent pour le combat comme les chevaliers Francs. Bien qu'ils soit armés d'une lance, ils envoient aussi des javelines.;;;;;;;;;;;;x
title_vates;Vates;Vates;;;;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidency of a druid.;Les Vates étaient une des trois catégorie de la prêtrise celtique, les deux autres étants les duides et les bardes. Les Vates avaient pour role de superviser et éxécuter les sacrifices (en particulier les sacrifices humains) sous la présidence d'un druide.;;;;;;;;;;;;x
title_chariot_master;Chariot Master;Le maître du Char;;;;;;;;;;;;x
title_chariot_master_desc;The Chariot Master is charged with maintaining the lord's chariots and horses. A position of trust, the honor is only bestowed on warriors, who understand the needs of a charioteer.;Le Maître du Char est chargé de maintenir les chars et les chevaux du Seigneur. Une position de confiance, l'honneur est seulement accordé aux guerriers, qui comprennent les besoins d'un conducteur de voiture.;;;;;;;;;;;;x
title_headsman;Headsman;Bourreau;;;;;;;;;;;;x
title_headsman_desc;The Headsman is charged with the care of the royal family's collection of preserved heads. While the actual labor of refilling the jars with juniper oil and replacing damaged vessels is left to servants, they are directed by the Headsman.;Le bourreau est chargé des soins de la collection de têtes conservées de la famille royale. Le travail réel de remplissage des pots à l'huile de genièvre et le remplacement des vaisseaux endommagés est laissé aux serviteurs, ils sont dirigés par le bourreau.;;;;;;;;;;;;x
title_warden;Warden of the Wilds;Gardien de la nature;;;;;;;;;;;;x
title_warden_desc;The Wardens are responsible for the royal hunting grounds and generally preserving and protecting the wild places from people, and the people from the wild places. The duties of this office are divided into Wards: North, South, East, and West.;Les Gardiens sont responsables des terrains de chasse royaux et en général la préservation et la protection des lieux sauvages de personnes, et les gens des lieux sauvages. Les fonctions de ce bureau sont divisées en quartiers: Nord, Sud, Est et Ouest.;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
abdication_gaelic;Abdicate your throne;Abdiquer.;;;;;;;;;;;;x
abdication_gaelic_desc;Your injuries are a sign of weakness, following great Nuada's example, it would be wise to abdicate your throne for the safety of your people.;Vos blessures sont un signe de faiblesse, suivez donc l'exemple du grand Nuada, Il serait plus sage d'abdiquer pour le bien de votre peuple.;;;;;;;;;;;;x
gaelic_abdication;For the glory of Éire!;;;;;;;;;;;;;x
unfit_gaelic_king;Unfit to rule;incapable de régner;;;;;;;;;;;;x
unfit_gaelic_king_desc;A serious injury to this ruler's body has made his rule illegitimate in the eyes of his people;Une blessure grave a rendu le règne de ce souverain illégitime aux yeux de son peuple.;;;;;;;;;;;;x
###### Mercs and holy orders;;;;;;;;;;;;;;x
d_wolftails;Wolftails;Queue de Loup;;;;;;;;;;;;x
d_wolftails_adj;Wolftails;Queue de Loup;;;;;;;;;;;;x
d_red_dragons;Red Dragon Knights;Chevalier Dragon;;;;;;;;;;;;x
d_red_dragons_adj;Draconic;Draconique;Draconic;;Draconic;;;;;;;;;x
celtic_knight;Dragon;Dragon;;;;;;;;;;;;x
celtic_knight_desc;This character is a veteran of the Red Dragon Knights.;Ce caractère est un vétéran des Chevaliers Dragons Rouges;;;;;;;;;;;;x
d_fianna;Fianna;Fianna;;;;;;;;;;;;x
d_fianna_adj;Fennid;Fennid;Fennid;;Fennid;;;;;;;;;x
fian;Fennid;Fennid;;;;;;;;;;;;x
fian_desc;This character is a veteran of the Fianna warbands.;Cette personne est un vétéran de la compagnie de Fianna;;;;;;;;;;;;x
d_gwydion;Sons of Gwydion;Fils de Gwydion;Sons of Gwydion;;Sons of Gwydion;;;;;;;;;x
d_gwydion_adj;Gwydion;Gwydionien;Gwydion;;Gwydion;;;;;;;;;x
wolf;Wolf;Loup;;;;;;;;;;;;x
wolf_desc;This character is a veteran of the Sons of Gwydion.;Ce caractère est un vétéran des fils de Gwydion;;;;;;;;;;;;x
lughs_own;Battle Raven;Bataille des corbeaux;;;;;;;;;;;;x
lughs_own_desc;This character is a veteran of a Druidic Great Holy War.;Ce personnage est un vétéran d'une grande guerre sainte Druidique.;;;;;;;;;;;;x
###### Celtic sacred symbols ;;;;;;;;;;;;;;x
sacred_symbol_built;Shrines are built in honor of the gods\n;;;;;;;;;;;;;x
sacred_the_giants_causeway;The Giants Causeway;;;;;;;;;;;;;x
sacred_the_giants_causeway_desc;Ancient meeting place of the giant Fomorians, this place has kept a great importance for the sons of Mil.;;;;;;;;;;;;;x
sacred_lia_fail;The Lia Fàil;;;;;;;;;;;;;x
sacred_lia_fail_desc;Sacred stone of Kings sitting on top of the hill of Tara, at the touch of the rightful king of Ireland, it screams his name three times.;;;;;;;;;;;;;x
sacred_carnac;The Stones of Carnac;;;;;;;;;;;;;x
sacred_carnac_desc;Whether the remnants of a Roman army turned to stone by Merlin or ancient temple grounds of their primeval ancestors, the stones of Carnac are considered a sacred destination by many Celts.;;;;;;;;;;;;;x
sacred_stonehenge;Stonehenge;;;;;;;;;;;;;x
sacred_stonehenge_desc;An important pilgrimage site, this stone circle, standing from times immemorial, is often used by the Druids for their sacred ceremonies.;;;;;;;;;;;;;x
sacred_hill_of_uisneach;The Hill of Uisneach;;;;;;;;;;;;;x
sacred_hill_of_uisneach_desc;Known as the sacred centre of Ireland, this hill is also the chosen site for the annual celebration of Beltaine.;;;;;;;;;;;;;x
sacred_ring_of_brodgar;The Ring of Brodgar;;;;;;;;;;;;;x
sacred_ring_of_brodgar_desc;Most important stone circle in in northern Scotland, the Druids have made this a sacred temple to the Gods;;;;;;;;;;;;;x
sacred_bear;Sacred Bears;;;;;;;;;;;;;x
sacred_bear_desc;The Bear is highly sacred in this region, thought to be the earthly avatar of many powerful gods and goddesses. ;;;;;;;;;;;;;x
sacred_horse;Sacred Horses;;;;;;;;;;;;;x
sacred_horse_desc;Protected by Macha, the white horses are a sign of the favour she has for this region.;;;;;;;;;;;;;x
sacred_yew;Sacred Yew Trees;;;;;;;;;;;;;x
sacred_yew_desc;A symbol of immortality, the mighty yew trees that grow in the sacred groves are a gift from the Gods.;;;;;;;;;;;;;x
sacred_stag;Sacred Stags;;;;;;;;;;;;;x
sacred_stag_desc;Companion to the Gods and the many spirits of the land, the stags and deer of this area are particularly healthy.;;;;;;;;;;;;;x
sacred_dog;Sacred Dogs;;;;;;;;;;;;;x
sacred_dog_desc;Dogs were seen to be keen-scented, good at hunting, guarding and healing themselves, their abundance in this region is clearly a gift.;;;;;;;;;;;;;x
sacred_oak;Sacred Oaks;;;;;;;;;;;;;x
sacred_oak_desc;The great Oaks and the sacred mistletoe that they bear are of utmost importance to the Celts.;;;;;;;;;;;;;x
sacred_standing_stones;Standing Stones;;;;;;;;;;;;;x
sacred_standing_stones_desc;Often the site of pilgrimages, standing stones are a boon for any lord, their presence lending prestige and protection.;;;;;;;;;;;;;x
sacred_lake;Sacred Lake;;;;;;;;;;;;;x
sacred_lake_desc;This mysterious lake is often the recipient of gifts to the Gods, for its waters are considered a pathway to the Otherworld.;;;;;;;;;;;;;x
sacred_source;Sacred Spring;;;;;;;;;;;;;x
sacred_source_desc;The waters flowing from this source are thought to hold healing powers and are thus sacred.;;;;;;;;;;;;;x
sacred_river;Sacred River;;;;;;;;;;;;;x
sacred_river_desc;A goddess is believed to reside in the waters of this river, blessing all peoples living near it.;;;;;;;;;;;;;x
###### Circle of Druids;;;;;;;;;;;;;;x
CIRCLE_OF_DRUIDS;The Circle of Druids;Le Cercle des Druides;;;;;;;;;;;;x
NEXT_ARCH_DRUID;Successor;Successeur;;;;;;;;;;;;x
title_druid_circle_member;Druid of the Circle;Druide de Cercle;;;;;;;;;;;;x
best_candidate_title_druid_circle_member;My best candidate;Mon meilleur candidat;;;;;;;;;;;;x
best_candidate_title_druid_circle_member_tooltip;Of all the Druids in my realm, this one is the likeliest to enter the Circle of Druids;De tout les Druides de mon royaume, c'est celui qui a le plus de chance d'entrer dans le Cercle des Druides;;;;;;;;;;;;x
expected_next_title_druid_circle_member;Expected next member;Prochain membre attendu;;;;;;;;;;;;x
expected_next_title_druid_circle_member_tooltip;This druid is probably the next member of the Circle, once a position becomes available;Ce druide est probablement le prochain membre du Cercle, dés qu'un siège sera vacant.;;;;;;;;;;;;x
###### Gaulish;;;;;;;;;;;;;;x
gaulish;Gaulish;Gaulois;Gaulish;;Gaulish;;;;;;;;;x
ca_culture_gaulish_1_desc;The Celts of Gaul were renowned for their excelent cavalry tactics and were often hired on as mercenaries. They even formed the core of the Roman Empire's cavalry regiments for several hundred years. This is where the new breed of Gaulish heavy cavalry are trained.;;;;;;;;;;;;;x
ca_culture_gaulish_1;Cavalry Field;Cavalerie Gauloise;;;;;;;;;;;;x
ca_culture_gaulish_2;Cavalry Field;Cavalerie Gauloise;;;;;;;;;;;;x
ca_culture_gaulish_3;Cavalry Field;Cavalerie Gauloise;;;;;;;;;;;;x
ca_culture_gaulish_4;Cavalry Field;Cavalerie Gauloise;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
temple_barony_gaulish;Nemeton;Nemeton;;;;;;;;;;;;x
temple_barony_of_gaulish;Nemeton es;Nemeton de;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
baron_gaulish;Esu;Ésus;;;;;;;;;;;;x
baron_female_gaulish;Esu;Ésus;;;;;;;;;;;;x
barony_of_gaulish;Briga es;Briga de;;;;;;;;;;;;x
count_gaulish;Verbriga;Verbriga;;;;;;;;;;;;x
count_female_gaulish;Verbriga;Verbriga;;;;;;;;;;;;x
county_of_gaulish;Dunon es;Dunon de;;;;;;;;;;;;x
duke_gaulish;Ardesus;Ardesus;;;;;;;;;;;;x
duke_female_gaulish;Ardesus;Ardesus;;;;;;;;;;;;x
duchy_gaulish;Verdunon;Verdunon;;;;;;;;;;;;x
duchy_of_gaulish;Verdunon es;Verdunon de;;;;;;;;;;;;x
king_gaulish;Rix;Rix;König;;Rey;;;;;;;;;x
king_female_gaulish;Rix;Rix;Königin;;Reina;;;;;;;;;x
kingdom_gaulish;Ardudunon;Ardudunon;;;;;;;;;;;;x
kingdom_of_gaulish;Ardudunon es;Ardudunon de;;;;;;;;;;;;x
emperor_gaulish;Vercingetorix;Vercingetorix;;;;;;;;;;;;x
emperor_female_gaulish;Vercingetorix;Vercingetorix;;;;;;;;;;;;x
empire_gaulish;Dunueramos;Dunueramos;;;;;;;;;;;;x
empire_of_gaulish;Dunueramos es;Dunueramos de;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
family_palace_baron_gaulish;Cintu;Cintu;;;;;;;;;;;;x
family_palace_baron_female_gaulish;Cintu;Cintu;;;;;;;;;;;;x
family_palace_gaulish;Tigern;Tigern;;;;;;;;;;;;x
family_palace_barony_of_gaulish;Tigern es;Tigern de;;;;;;;;;;;;x
city_barony_gaulish;Dunon;Dunon;;;;;;;;;;;;x
city_barony_of_gaulish;Dunon es;Dunon de;;;;;;;;;;;;x
city_baron_gaulish;Tuetodoro;Tuetodoro;;;;;;;;;;;;x
city_baron_female_gaulish;Tuetodoro;Tuetodoro;;;;;;;;;;;;x
city_county_gaulish;Gobret;Gobret;;;;;;;;;;;;x
city_county_of_gaulish;Gobret es;Gobret de;;;;;;;;;;;;x
city_count_gaulish;Dorogobret;Dorogobret;;;;;;;;;;;;x
city_count_female_gaulish;Dorogobret;Dorogobret;;;;;;;;;;;;x
city_duke_gaulish;Mardoro;Mardoro;;;;;;;;;;;;x
city_duke_female_gaulish;Mardoro;Mardoro;;;;;;;;;;;;x
city_duchy_gaulish;Martouto;Martouto;;;;;;;;;;;;x
city_duchy_of_gaulish;Martouto es;Martouto de;;;;;;;;;;;;x
city_king_gaulish;Vergobret;Vergobret;;;;;;;;;;;;x
city_king_female_gaulish;Vergobret;Vergobret;;;;;;;;;;;;x
city_kingdom_gaulish;Margobret;Margobret;;;;;;;;;;;;x
city_kingdom_of_gaulish;Margobret es;Margobret de;;;;;;;;;;;;x
city_emperor_gaulish;Dueramos;Dueramos;;;;;;;;;;;;x
city_emperor_female_gaulish;Dueramos;Dueramos;;;;;;;;;;;;x
city_empire_gaulish;Tutueramos;Tutueramos;;;;;;;;;;;;x
city_empire_of_gaulish;Tutueramos es;Tutueramos de;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
title_high_judge_gaulish;Ardubruta;Ardubruta;;;;;;;;;;;;x
