#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Religion names, descriptions, titles, gods etc.;;;;;;;;;x
#;;;;;;;;;x
# Misc;;;;;;;;;x
#;;;;;;;;;x
triclavianism;Triclavianism;;;;;;;;;;;x
triclavianism_DESC;Belief that three, rather than four nails were used to crucify Christ and that a Roman soldier pierced him with a spear on the left, rather than right side.;;;;;;;;;;;x
total_depravity;Total Depravity;;;;;;;;;;;x
total_depravity_DESC;Total depravity is a theological doctrine derived from the Augustinian concept of original sin. It is the teaching that, as a consequence of the Fall of Man, every person born into the world is enslaved to the service of sin and, apart from the efficacious or prevenient grace of God, is utterly unable to choose to follow God, refrain from evil, or accept the gift of salvation as it is offered.;;;;;;;;;;;x
eutychian;Eutychian;;;;;;;;;;;x
eutychian_DESC;A heresy expoused by the Presbyter Eutyches in Contantinple, in reaction to the Nestorian controversy. He claimed that christs was a fusion of human and divine elements.;;;;;;;;;;;x
binitarian;Binitarianism;;;;;;;;;;;x
binitarian_DESC;Binitarianism is a Christian theology of duality, two personae, two individuals, or two aspects in one Godhead (or God). Classically, binitarianism is understood as a form of monotheism — that is, that God is an absolutely single being; and yet with binitarianism there is a "twoness" in God. The other common forms of monotheism are "unitarianism", a belief in a single God with one aspect, and "trinitarianism", a belief in a single God with three aspects.;;;;;;;;;;;x
d_binitarian;Binitarian Patriarchy;;;;;;;;;;;x
d_binitarian;Binitarian;;;;;;;;;;;x
pelagianism;Pelagianism;;;;;;;;;;;x
pelagianism_DESC;Pelagianism is the belief that original sin did not taint human nature and that mortal will is still capable of choosing good or evil without special Divine aid. This is still sometimes called Limited Depravity. Thus, in contrast to 1 Corinthians 15:19-22, Adam's sin was "to set a bad example" for his progeny, but his actions did not have the other consequences imputed to original sin. Pelagianism views the role of Jesus as "setting a good example" for the rest of humanity as well as providing an atonement for our sins. In short, humanity has full control, and thus full responsibility, for obeying the Gospel in addition to full responsibility for every sin. According to Pelagian doctrine, because humans are sinners by choice, they are therefore criminals who need the atonement of Jesus Christ. Sinners are not victims, they are criminals who need pardon.;;;;;;;;;;;x
antinomianism;Antinomian;;;;;;;;;;;x
antinomianism_DESC;Any view which holds that Christians are freed by grace from obligations of any moral law. St Paul had to refute a charge of this type made by opponents because of his attitude to the Mosaic Law ;;;;;;;;;;;x
ebionites;Ebionites;;;;;;;;;;;x
ebionites_DESC;Ebionites, or Ebionaioi, is a patristic term referring to a Jewish Christian movement that existed during the early centuries of the Christian Era. They regarded Jesus of Nazareth as the Messiah while rejecting his divinity and insisted on the necessity of following Jewish law and rites. The Ebionites used only one of the Jewish Gospels, revered James the Just and rejected Paul of Tarsus as an apostate from the Law. Their name suggests that they placed a special value on voluntary poverty. They have been identified as the meek and the poor Jesus spoke of in the Beatitudes, and the Ebionim was one of the terms used by the sect that sought to separate themselves from the corruption of the Temple, at Qumran, whom many believe were the Essenes.;;;;;;;;;;;x
d_ebionites;The Ebionite Church;;;;;;;;;;;x
d_ebionites_adj;Jewish;;;;;;;;;;;x
d_ebionites_ADJ;Rabbinical;;;;;;;;;;;x
marcionism;Marcionite;;;;;;;;;;;x
marcionism;Marcionism;;;;;;;;;;;x
marcionism_DESC;Marcionism was an Early Christian dualist belief system that originated in the teachings of Marcion of Sinope at Rome around the year 144. Marcion believed Jesus Christ was the savior sent by God, and Paul of Tarsus was his chief apostle, but he rejected the Hebrew Bible and the God of Israel. Marcionists believed that the wrathful Hebrew God was a separate and lower entity than the all-forgiving God of the New Testament. This belief was in some ways similar to Gnostic Christian theology; notably, both are dualistic, that is, they posit opposing gods, forces, or principles: one higher, spiritual, and "good", and the other lower, material, and "evil" (compare Manichaeism), in contrast to the orthodox Christian view that "evil" has no independent existence, but is a privation or lack of "good", a view shared by the Jewish theologian Moses Maimonides.;;;;;;;;;;;x
GOD_YALTABAOTH;Yaltabaoth;;;;;;;;;;;x
THE_NEW_TESTAMENT;The New Testament;;;;;;;;;;;x
PROPHET_PAUL;Paul of Tarsus;;;;;;;;;;;x
GOD_MONAD;Monad;;;;;;;;;;;x
GOD_THE_STRANGER;The Stranger God;;;;;;;;;;;x
d_marcionism;The Marcionism Church;;;;;;;;;;;x
valentinianism;Valentinianism;;;;;;;;;;;x
valentinianism_DESC;Valentinus and the Gnostic movement that bore his name were considered threats to Christianity by church leaders and Christian scholars, not only because of their influence, but also because of their doctrine, practices and beliefs. Gnostics were condemned as heretics, and prominent Church fathers such as Irenaeus of Lyons and Hippolytus of Rome wrote against Gnosticism. Most evidence for the Valentinian theory comes from its critics and detractors, most notably Irenaeus, since he was especially concerned with refuting Valentinianism.;;;;;;;;;;;x
THE_AEONS;The Aeons;;;;;;;;;;;x
MEGALOS_SOTERIA;Megalos Soteria;;;;;;;;;;;x
GOSPEL_OF_PHILIP;The Gospel of Philip;;;;;;;;;;;x
d_valentinianism;The Church of Aeons;;;;;;;;;;;x
d_valentinianism_adj;Valentinian;;;;;;;;;;;x
ADAM;Adam;;;;;;;;;;;x
apollinarian;Apollinarian;;;;;;;;;;;x
apollinarian_DESC;Belief that Jesus had a human body and lower soul but a divine mind. Apollinaris further taught that the souls of men were propagated by other souls, as well as their bodies.;;;;;;;;;;;x
d_apollinarian;Apollinarian Church;;;;;;;;;;;x
d_apollinarian;The Apollinarian Congregation;;;;;;;;;;;x
d_apollinarian_adj;Apollinarian;;;;;;;;;;;x
adoptionism;Adoptionite;;;;;;;;;;x
adoptionism;Adoptionism;;;;;;;;;;;x
adoptionism_DESC;Belief that Jesus had a human body and lower soul but a divine mind. Apollinaris further taught that the souls of men were propagated by other souls, as well as their bodies.;;;;;;;;;;;x
d_adoptionism;The Adopted Church;;;;;;;;;;;x
d_adoptionism;The Adoptic Church;;;;;;;;;;;x
d_adoptionism_desc;Adoptionian;;;;;;;;;;;x
docetic;Docetic;;;;;;;;;;;x
docetic_DESC;Belief that Jesus' physical body was an illusion, as was his crucifixion; that is, Jesus only seemed to have a physical body and to physically die, but in reality he was incorporeal, a pure spirit, and hence could not physically die;;;;;;;;;;;x
pneumatomachians;Pneumatomachians;;;;;;;;;;;x
pneumatomachians_DESC;While accepting the divinity of Jesus Christ as affirmed at Nicea in 325, they denied that of the Holy Spirit which they saw as a creation of the Son, and a servant of the Father and the Son.;;;;;;;;;;;x
melchisedechianism;Melchisedechianism;;;;;;;;;;;x
melchisedechianism;Melchisedechian;;;;;;;;;;;x
melchisedechianism_DESC;Considered Melchisedech an incarnation of the Logos and identified him with the Holy Ghost. Held that the Sabbath was the holiest of days and gifted food must be eaten from the ground.;;;;;;;;;;;x
patripassianism;Patripassianism;;;;;;;;;;;x
patripassianism;Patripassian;;;;;;;;;;;x
patripassianism_DESC;Belief that the Father and Son are not two distinct persons, and thus God the Father suffered on the cross as Jesus.;;;;;;;;;;;x
sabellianism;Sabellianism;;;;;;;;;;;x
sabellianism;Sabellian;;;;;;;;;;;x
sabellianism_DESC;Belief that the Father, Son, and Holy Spirit are three characterizations of one God, rather than three distinct "persons" in one God.;;;;;;;;;;;x
psilanthropism;Psilanthropism;;;;;;;;;;;x
psilanthropism;Psilanthropite;;;;;;;;;;;x
psilanthropism_DESC;Belief that Jesus is "merely human": either that he never became divine, or that he never existed prior to his incarnation as a man.;;;;;;;;;;;x
audianistic;Audianistic;;;;;;;;;;;x
audianistic_DESC;Belief that God has human form and that one ought to celebrate Jesus' death during the Jewish Passover.;;;;;;;;;;;x
luciferian;Luciferian;;;;;;;;;;;x
luciferian_DESC;This religious sect was founded in direct and violent opposition to the Arian sect. Rewards in heaven were given to any who converted or killed an Arian.;;;;;;;;;;;x
luciferian_DESC;The Luciferians believe in Lucifer as the ultimate guider and teacher of mankind. Worshipping Lucifer not as the Devil, but in his incarnation as the "Dawn-Star", and believe that the path to salvation lies in learning and knowledge.;;;;;;;;;;;x
monarchianism;Monarchian;;;;;;;;;;;x
monarchianism;Monarchianism;;;;;;;;;;;x
monarchianism_DESC;An overemphasis on the indivisibility of God at the expense of the other "persons" of the Trinity leading to either Sabellianism or to Adoptionism.;;;;;;;;;;;x
donatism;Donatist;;;;;;;;;;;x
donatism;Donatism;;;;;;;;;;;x
donatism_DESC;Donatists were rigorists, holding that the church must be a church of "saints," not "sinners," and that sacraments, such as baptism, administered by traditores were invalid. Probably in 311, a new bishop of Carthage, Caecilian, was consecrated by someone who had allegedly been a traditor, Felix of Aptungi, his opponents consecrated a short-lived rival, who was succeeded by Donatus, after whom the schism was named. In 313, a commission appointed by Pope Miltiades found against the Donatists, but they continued to exist, viewing themselves, and not the Catholic Church, as the "true Church," the only one with "valid sacraments."Defining features in-game:\n§Y*§! Can found a Holy Order if Carthage is Restored.\n§Y* Can restore the Bishop of Carthage as a religious head.\n§Y*§! Can declare the Lapsi against fellow members.\n§Y*§!;;;;;;;;;x;;;;;;;;;;;x
DONATIST;Grand Bishop;;;;;;;;;;;x
d_donatism;Carthage;;;;;;;;;;;x
d_donatism_adj;Donatistic;;;;;;;;;;;x
paulician_DESC;Paulicians were a Christian Adoptionist sect, also accused by medieval sources of being Gnostic and quasi Manichaean Christian. They flourished between 650 and 872 in Armenia and the Eastern Themes of the Byzantine Empire. According to medieval Byzantine sources, the group's name was derived from the 3rd century Bishop of Antioch, Paul of Samosata.;;;;;;;;;;;x
paulician;Paulician;;;;;;;;;;;x
#;;;;;;;;;x
# arian;;;;;;;;;x
#;;;;;;;;;x
arian;Arian;;;;;;;;;;;x
arian_DESC;Denial of the true divinity of Jesus Christ taking various specific forms, but all agreed that Jesus Christ was created by the Father, that he had a beginning in time, and that the title "Son of God" was a courtesy one.;;;;;;;;;;;x
ARIAN_POPE;Arian Pope;;;;;;;;;;;x
d_arian;The Arian Papacy;;;;;;;;;;;x
d_arian;The Arian Church;;;;;;;;;;;x
d_arian;The Arian Papacy;;;;;;;;;;;x
d_arian;The Arian Church;;;;;;;;;;;x
#;;;;;;;;;x
# sethian;;;;;;;;;x
#;;;;;;;;;x
sethian;Sethian;;;;;;;;;;;x
sethian_DESC;Belief that the snake in the Garden of Eden was an agent of the true God and brought knowledge of truth to man via the fall of man;;;;;;;;;;;x
d_sethian;The Cult of the Serpent;;;;;;;;;x
d_sethian_adj;Sethian;;;;;;;;;x
SNAKE_KEEPER;Serpent Priest;;;;;;;;;x
THE_SERPENT;The Serpent;;;;;;;;x
GOD_BARBELO;Barbelo;;;;;;;;;;;x
GOD_UNKNOWN_GOD;The Unknown God;;;;;;;;;;;x
GOD_YALDABAOTH;Yaldabaoth;;;;;;;;;;;x
GOD_SETH;Seth;;;;;;;;;;;x
THE_THREE_STELES_OF_SETH;The Three Steles of Seth;;;;;;;;;;;x
GOD_SOPHIA;Sophia;;;;;;;;;;;x
temple_baron_sethian;Serpent Priest;;;;;;;;;x
temple_count_sethian;Sethiarch;;;;;;;;;x
temple_county_of_sethian;Sethiarchate of;;;;;;;;;x
temple_duke_sethian;Snake Prophet;;;;;;;;;x
temple_duchy_of_sethian;Prophetship of;;;;;;;;;x
temple_king_sethian;Snake Lord;;;;;;;;;x
temple_kingdom_of_sethian;Snake Lordship of;;;;;;;;;x
#;;;;;;;;;x
# nicene;;;;;;;;;x
#;;;;;;;;;x
nicene;Nicene;;;;;;;;;;;x
nicene_DESC;The central church of the pentarchy, and the main faith of the two empires.;;;;;;;;;;;x
k_nicene;The Chalcedonian Church;;;;;;;;;;;x
k_nicene_adj;Nicene;;;;;;;;;;;x
d_papal_state;The Papal States;;;;;;;;;;;x
d_orthodox;Ecumenial Patriarchy;;;;;;;;;;;x
#;;;;;;;;;x
# insular;;;;;;;;;x
#;;;;;;;;;x
insular;Insular;;;;;;;;;;;x
insular_DESC;In the British Isles there were a distinct number of practices and traditions that made Jesus' Brythonic and Gaelic followers different to their continental contemporaries. These include a distinctive system for determining the dating of Easter; a style of monastic tonsure; a unique system of penance; and the popularity of going into "exile for Christ". The monasteries that were founded in the most wild and secluded places of the British Isles produced some of the greatest works of art ever to honour God's name and their saints went on to spread the Gospel from the Alpine slopes of St Gallen and Salzburg to the frigid isolation of the Faroe Islands and Iceland. After the Synod of Whitby or Streanœhealh in 664 these traditions began to decline as Britannia's, Hibernia's and Caledonia's Christians practiced the rites of Rome more than their own traditions. Yet their spiritualism and artwork always left a distinctive mark on the inhabitants of the British Isles. In the mod, they are a separate branch of christianity, and may have church councils fire with the Nicene church. ;;;;;;;;;;;x 
#;;;;;;;;;x
# georgian_orthodox;;;;;;;;;x
#;;;;;;;;;x
georgian_orthodox;Kartvelian;;;;;;;;;;;x
georgian_orthodox_DESC;The Georgian Orthodox Church is the head church of the Georgian people, founded by the Kingdom of Iberia.;;;;;;;;;;;x
d_georgian_orthodox;The Georgian Church;;;;;;;;;;;x
d_georgian_orthodox_adj;Georgian;;;;;;;;;;;x
#;;;;;;;;;x
# Misc islamic;;;;;;;;;x
#;;;;;;;;;x
islamic;Islamic;;;;;;;;;;;x
d_islamic;;The Caliphate;;;;;;;;;;x
d_islamic;Islamic Caliphate;;;;;;;;;;;x
d_islamic_adj;Islamic;;;;;;;;;;;x
abadites;Abadites;;;;;;;;;;;x
abadites_DESC;Abadites or Ibadites are a Moslem sect named after its founder Jaber Ibn Zayd. The Abadites still have a small number of followers in Oman, the island of Djerba, Tripolitania, Tunis and Algeria. Around the middle of the 8th century the Abadite missionary 'Abdullah ibn-Yahya, called Talib al-Haqq (The Seeker after Right), set out from Basrah, began preaching in Yemen and built up a kind of theocratic dominion all over south-west Arabia. In spite of various vicissitudes and suppression the Abadite imams succeeded in maintaining their power for some 900 years. The descendants of the few who could escape into the secluded valleys of the Hadramawt have remained faithful to their creed down to this day. Notwithstanding their wide dispersion the various Abadite groups show a remarkable coherence.;;;;;;;;;;;x
quamatian;Quamatian;;;;;;;;;;;x
quamatian_DESC;The Qarmatians were a syncretic religious group that combined elements of the Shi'a Ismaili branch of Islam with Persian mysticism centered in eastern Arabia, where they attempted to establish a utopian republic in 899 CE. They are most famed for their revolt against the Abbasid Caliphate. Mecca was sacked by the sect’s leader Ahir Sulayman, outraging the Muslim world, particularly with their theft of the Black Stone and desecration of the Well of Zamzam with corpses during the Hajj season of 930 CE. The Qarami?ah were also known as "the Greengrocers" because of their strict vegetarian habits.;;;;;;;;;;;x
quranism;Quranism;;;;;;;;;;;x
quranism_DESC;Quranism is an Islamic movement that holds the Qur'an to be the most authentic criterion in Islam. Quranists generally reject the religious authority of Hadith. This in contrast to the Sunni, Shia and Ibadi doctrines which consider hadith essential for the Islamic faith.;;;;;;;;;;;x
uwaisi;Uwaisi;;;;;;;;;x
uwaisi_DESC;Uwaisiyaan refers to those Sufis who have gained the spiritual chain from another Sufi without physically meeting them in this world. Usually "Uwaisian" are known as a school in Tasawwuf, and the word Uwaisi is its singular form. The "Uwaisi " form of spiritual transmission in the vocabulary of Islamic mysticism was named after Awais Malik (Uwais al-Qarni), as it refers to the transmission of spiritual knowledge between two individuals without the need for physical interaction between them.;;;;;;;;;x
salafi;Salafi;;;;;;;;;x
salafi_DESC;The Salafi movement, also known as the Salafi methodology and the Salafist movement, is a movement or sect within Sunni Islam that takes its name from the term salaf ("predecessors", "ancestors") used to identify the earliest Muslims, who, its adherents believe, provide the epitome of Islamic practice;;;;;;;;;x
twelver;Twelver;;;;;;;;;;;x
twelver_DESC;Twelver Shia or the Ithna'ashariyyah' is the largest branch of Shia Islam, and it will become the main branch of the religion is the future. The term Twelver is derived from the doctrine of believing in twelve divinely ordained leaders, known as The Twelve Imams. Twelver Shia are also known as Imami or Ja'fari, originated from the name of the 6th Imam, Ja'far al-Sadiq, who elaborated the twelver jurisprudence;;;;;;;;;;;x
ismaili;Ismaili;;;;;;;;;;;x
ismaili_DESC;Ismailis get their name from their acceptance of Isma'il ibn Jafar as the divinely appointed spiritual successor to Ja'far al-Sadiq, wherein they differ from the Twelvers, who accept Musa al-Kadhim, younger brother of Isma'il, as the true Imam. Over time, the teachings of Ismailism further transformed into the belief system as it is known today, with an explicit concentration on the deeper, esoteric meaning (ba?in) of the faith. With the eventual development of Twelverism into the more literalistic (zahir) oriented Akhbari and later Usuli schools of thought, Shiaism developed in two separate directions: the metaphorical Ismailli group focusing on the mystical path and nature of God and the divine manifestation in the personage of the "Imam of the Time" as the "Face of God", with the more literalistic Twelver group focusing on divine law and the deeds and sayings Muhammad and his successors, who as A'immah were guides and a light to God.;;;;;;;;;;;x
wahhabi;Wahhabi;;;;;;;;;;;x
wahhabi_DESC;Wahhabism is an ultra-conservative branch or sect of Sunni Islam. It is a religious movement among fundamentalist Islamic believers, with an aspiration to return to the earliest fundamental Islamic sources of the Quran and Hadith, with inspiration from the teachings of Medieval theologian Ibn Taymiyyah and early jurist Ahmad ibn Hanbal.;;;;;;;;;;;x
mahdi;Mahdi;;;;;;;;;;x
mahdi_DESC;The Sunnis view the Mahdi as the successor of Mohammad. The Mahdi is expected to arrive to rule the world and to reestablish righteousness. The Mahdi is not described in the Qur?an but only in hadith, with scholars suggesting that he arose when some Arabian tribes were settling in Syria under Mo’awiya. “They anticipated ‘the Mahdi who will lead the rising people of the Yemen back to their country’ in order to restore the glory of their lost Himyarite kingdom. It was believed that he would eventually conquer Constantinople.;;;;;;;;;;;x
zayid;Zayid;;;;;;;;;;;x
zayid_DESC;Zaydis, the oldest branch of the Shia and the largest group amongst the Shia before the Safavid Dynasty in the sixteenth century and currently the second largest group, are the closest to the Sunnis and do not believe in the infallibility of Imams after Husayn. Zaydis believe that on the last hour of Zayd ibn Ali, he was betrayed by the people in Kufa who said to him: "May God have mercy on you! What do you have to say on the matter of Abu Bakr and Umar ibn al-Khattab?" Zayd ibn Ali said, "I have not heard anyone in my family renouncing them both nor saying anything but good about them...when they were entrusted with government they behaved justly with the people and acted according to the Qur'an and the Sunnah.". Since Imam Jafar al-Sadiq, Imam Zayd ibn Ali, Imams Abu Hanifa and Imam Malik ibn Anas worked together in Al-Masjid an-Nabawi in Medina along with over 70 other leading jurists and scholars. And Imam Jafar al-Sadiq and Imam Zayd ibn Ali did not them selves write any books.;;;;;;;;;;;x


#;;;;;;;;;x
# Misc pagans;;;;;;;;;x
#;;;;;;;;;x
illyran_pagan;Eiateuta;;;;;;;;;;;x
illyran_pagan_DESC;Illyrian paganism is a highly unorganized religion based on the worship of sacred places. The holyness of the temples themselves was placed much higher than the dieites they worhsipped there.;;;;;;;;;;;x
west_pagan;Wodenic;;;;;;;;;;;x
west_pagan_DESC;The faith of the West Germans is originating from the divisions caused from mainstream Germanic practices, historically caused by the Saxons isolation in the isles.;;;;;;;;;;;x
THE_STAER;The Stær;;;;;;;;;;;x
SACERD;Sacerd;;;;;;;;;;;x
germanic_pagan;Germanic;;;;;;;;;;;x
germanic_pagan_DESC;Germanic Paganism is a diverse and one of the most original branched of paganism, never conquered by Romans, Germanic Polythiesm thrived in Spain and Germany. Bearing multiple similar dieties to the Norse, Germanic Paganism is the oldest branch of this line.;;;;;;;;;;;x
GOD_BALDER;Balder;;;;;;;;;;;x
GOD_DONAR;Donar;;;;;;;;;;;x
GOD_ZIU;Ziu;;;;;;;;;;;x
GOD_WODAN;Wodan;;;;;;;;;;;x
GOD_FRIHA;Friha;;;;;;;;;;;x
GOD_GAUSUS;Gausus;;;;;;;;;;;x
GOD_OSTARA;Ostara;;;;;;;;;;;x
germanic_pagan_reformed;Germanic;;;;;;;;;;;x
germanic_pagan_reformed_DESC;The reformed Germanic faith compiles many of the different regional gods and holy groves into a central text, along with many other sagas regarding the plights of the heros.;;;;;;;;;;;x
d_germanic_pagan_reformed;Germanic Pagan Reformed;;;;;;;;;;;x
d_germanic_pagan_reformed_adj;Germanic;;;;;;;;;;;x
gurzil_pagan;Gurzil;;;;;;;;;;;;;x
gurzil_pagan_DESC;Worship of the Libyan god Gurzil, the offspring of Amun and a cow.;;;;;;;;;;;;;x
msoura_pagan;Änti;;;;;;;;;;;;;x
msoura_pagan_DESC;Änti is the Berber name of the Greek legendary hero Antaeus, a great giant who challenged all he could find in wrestling matches, kill them and collect their skulls so that he could one day built out of them a temple to his father Poseidon. It is said that he was eventually stopped by Hercules who crushed the great giant in a great hold. The worshippers of Anti are tasked with defending their holy site of Msoura, said to be the grave of the long dead sea Giant.;;;;;;;;;;;;;x
assyrian_pagan;Ashurian;;;;;;;;;;;;;x
assyrian_pagan_DESC;Ashurianism is the polytheistic faith of the Assyrians. Originating from the city state of Assur, the Assyrian faith would spread across Egypt, Babylon and Anatolia following the rise of the Neo-Assyrian Empire in the 10th Century BC. The Assyrians worshipped the god Ashur chiefly but also worshipped other Mesopotamian spirits, personal 'guardian spirits' and even the Monarch of Assyria themselves, it being believed that they were the mortal servant of Ashur sent to enact his will on earth. In Assyrian mythology it is said that if the Assyrians were to stop conquering the world would be brought to an end. Defining features in-game:\n§Y*§! Can reform the Neo-Assyrian Empire\n§Y*§! Assyrians rulers are especially aggressive;;;;;;;;;;;;;x
GOD_ASSUR;Assur;;;;;;;;;;;;;x
GOD_ENLIL;Enlil;;;;;;;;;;;;;x
GOD_ENKI;Enki;;;;;;;;;;;;;x
GOD_NINHURSAG;Ninhursag;;;;;;;;;;;;;x
GOD_ISHTAR;Ishtar;;;;;;;;;;;;;x
GOD_SHAMASH;Shamash;;;;;;;;;;;;;x
GOD_INANNA;Inanna;;;;;;;;;;;;;x
african_solar_pagan;African Solar;;;;;;;;;;;;;x
african_solar_pagan_DESC;Solar Worship in Africa can be seen to be one of the earliest religions on the planet, while the practices and myths surrounding the Sun and the Moon would vary depending on the tribe the most common elements include Ancestor Worship and Animal Sacrifice.;;;;;;;;;;;;;x
african_solar_pagan_reformed;Tafukt;;;;;;;;;;;;;x
african_solar_pagan_reformed_DESC;The Reformed African Solar faith focuses on the reveration of the sun, Takafukt in the Berber language.;;;;;;;;;;;;;x
d_african_solar_pagan_reformed;Tafukt Brotherhood;;;;;;;;;;;;;x
d_african_solar_pagan_reformed_adj;Tafukt Brotherhood;;;;;;;;;;;;;x
latin_solar_pagan;Latin Solar;;;;;;;;;;;;;x
latin_solar_pagan_DESC;Solar worship in the Roman world was began in 274 when the Roman emperor Aurelian made the cult of Sol Invictus, "The Unconquered Sun" a official cult alongside the traditional Roman cults. The Sol Invictus cult was favored by emperors after Aurelian and appeared on their coins until Constantine.;;;;;;;;;;;;;x
latin_solar_pagan_reformed;Sol Invictus;;;;;;;;;;;;;x
latin_solar_pagan_reformed_DESC;The Reformed Latin Solar faith focuses on reveration of the Sun God Sol Invictus, the unconquered Sun.;;;;;;;;;;;;;x
GOD_MITHRAS;Mithras;;;;;;;;;;;x
GOD_SOL_INVICTUS;Sol Incictus;;;;;;;;;;;x
GOD_INVINCIBLE_SUN;The Invincible Sun;;;;;;;;;;;x
d_latin_solar_pagan_reformed;Solis Invicti Ecclesia;;;;;;;;;;;;;x
d_latin_solar_pagan_reformed_adj;Solis Invicti;;;;;;;;;;;;;x
mandulis_pagan;Mandulis;;;;;;;;;;;;;x
mandulis_pagan_DESC;Worship of the Nubian god Mandulis, a corruption of Horus.;;;;;;;;;;;;;x
GOD_MANDULIS;Mandulis;;;;;;;;;;;x
roman_pagan;Roman;;;;;;;;;;;x
roman_pagan_DESC;The Roman faith is a polythestic religion that was the imperial state religion of the Roman Empire before the baptism of Theodosius I in 480. The Roman pantheon of gods is made up of mirrored versions of the Greek pantheon with gods, gods like Jupiter and Mars having a similier purpose to their Greek counterparts Zeus and Ares respectively.  the Roman faith has no religious head or special game mechanics.;;;;;;;;;;;x
roman_pagan;Romanic;;;;;;;;;;;x
roman_pagan_DESC;The Romanic heresy is a deviant branch of the Hellenic church the believes the addition of Greek dieties corrupted the original Roman faith. Also anti-clerical in nature, the Roman faith has no religious head or special game mechanics.;;;;;;;;;;;x
east_african_pagan;Droemnät;;;;;;;;;;;x
east_african_pagan_DESC;The indigenous religious beliefs and practices of African peoples include various traditional religions. While generalizations of these religions are difficult, due to the diversity of African cultures, they do have some characteristics in common. Generally, they are oral rather than scriptural,[3][4] include belief in a supreme being, belief in spirits and other divinities, veneration of ancestors, use of magic, and traditional medicine. The role of humanity is generally seen as one of harmonizing nature with the supernatural. Traditional African religions have been passed down from one generation to another orally and can be found through art, rituals and festivals, beliefs and customs, names of people and places, songs and dances, proverbs, and myths.;;;;;;;;;;;x
job_spiritual_east_african_pagan;Shaman;;;;;;;;;;;x
east_african_pagan_reformed;Droemnät;;;;;;;;;;;x
